UserID,CourseID
a018243f-4e09-4ae0-83c9-ce30c15bab6d,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
7c63c898-2c70-4637-825d-9e874692ff0c,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
c586ac54-5c72-4db2-b5ef-fb1aa192e954,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
22194c1e-eeeb-402c-b100-aaf357ce3d18,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
1db66349-1f13-4b1d-8675-7366c985b628,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
737a43e8-c389-4cf2-9ee7-ba2182b5606c,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
fe947bbe-3fa5-4d4b-9148-f56df6f24e43,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
6bb854b9-3cc6-4781-96f3-d8bfd8722a5b,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
7af672be-bd05-438c-86da-1161a275a474,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
21f3d375-c9e4-4d10-aa32-ec32f4486632,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
6cfb61a6-705f-4edc-8eaa-425b4922a6a4,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
8a85b7f4-9098-4dd1-8560-47d845314202,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
d4e2ef8f-26f3-489f-afbf-0ddc9ba5818a,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
ee8a801c-e791-4c9b-8d11-8d66095ebaea,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
f697a6ef-64b4-4ef6-bbed-552745a5c086,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
cc0f08db-ce3c-4f1c-a19f-71a7cba2d288,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
61d26051-cd43-45d4-b3f4-d031c3d30e43,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
0f179c06-db72-42ce-af14-49493f41a004,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
bc1ab289-73cd-4483-9e25-c8c360515c30,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
48779df5-3bf2-40ff-bf1f-fcd88f0f9224,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
800605b7-3e4e-42f9-a4b9-58580df7ab57,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
2211b228-48ab-445a-a9cb-f52887c9aa53,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
47c257c6-a1c0-4b0f-8af7-7a564350f434,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
eb7c07c3-985d-4585-a74a-98113ef1893d,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
989b0311-56f6-4694-8e8b-74828c89860f,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
1ee79806-5b2e-4d1f-b4a9-6df5e51cba92,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
c940e6aa-785c-4840-be1e-de11597c4ebc,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
0c2a781a-eb33-46fb-9d6b-3146ef957b09,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
922112dc-3b84-49ac-969f-8afe6282c252,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
3d3e7680-c818-4233-8b1b-6014e7c36d4c,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
3b4e24a2-dfee-436e-9e44-e54171f6acde,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
3238dab2-e8b3-4de8-b2ce-92996c4b7093,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
f8182832-a457-4868-a892-c84ed30b8ef8,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
1c782de8-cdf3-4d08-9594-0d3d7e3c92d7,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
04cee8a0-1e87-41e0-a82b-857ad8b7fcff,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
82333563-dfe5-4bc8-9559-07eedc3d32fd,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
18bc5039-2f31-440b-9314-d38784c191eb,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
6136884a-861c-4a81-a881-bfe4fb124d9e,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
68303753-e1e4-42d3-8f2a-e1ff43b12f49,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
d43a1ad2-a1f8-4562-8126-c0672898e935,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
5e026f1c-9e20-44a3-b433-7e7947974e21,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
fe3d11b0-2ad8-4f4c-9ee1-11b637afe104,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
0a1b1ca8-9e50-4cbd-8f70-ee7f801a58f6,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
610d6f60-5b98-4ca5-b126-f9889b67349d,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
e78805fb-a12a-4cd6-8add-8ab6177037b2,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
c405e063-65a1-4e7b-8ef1-51d579f93fbd,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
9acf1c43-cc06-41e2-aa81-f7edfd270b4b,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
3ed75b12-060a-4aa7-babb-0dbf01074a96,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
d90e7896-980e-4520-9a28-482597a66979,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
5e5d7294-c71f-4bf0-8945-fb094f038355,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
5e0f9366-c524-4208-951d-984500584634,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
b4d11d04-02be-4f93-80ad-d0463a23b788,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
7279414f-23d7-4e71-aa65-c3f27594f04a,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
a0a52e2f-93ba-4aa2-9fec-383cca12b35a,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
a8dffd88-962d-4663-9608-1003edf8e3a3,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
0412482c-19a7-427f-96ca-c1516529283f,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
141ef7fc-a54a-4b21-bca9-1814d175b2ac,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
fd2dd2b8-e836-4885-b8d9-f0e1ee4eb699,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
97dc512e-2b16-45cd-80ef-36aa8ddcd27c,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
4f42ae4a-852c-44c4-afb5-2c58895bc2b9,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
93d9061c-0f2d-4145-b73f-1bdb0ba07b6e,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
1316ba84-5eed-4336-a6a0-4d956685c2fb,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
3cd0defc-6aa3-4b76-9d3d-498fdc2c6e74,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
6bcc82b2-ff1f-448e-b251-d7a34f054185,3296b6fb-4324-4cd1-a5bb-4ab1b8cbbc08
